identifier	name	homepage	description	pattern	example	email	uri_format	download.owl	download.obo	synonyms	deprecated	aberowl	agroportal	bartoc	biocontext	bioportal	cellosaurus	cheminf	cropoct	ecoportal	edam	hl7	integbio	lov	miriam	n2t	obofoundry	ols	ontobee	pathguide	prefixcc	prefixcommons	re3data	rrid	togoid	uniprot	wikidata	zazuko	part_of	provides	has_canonical
cellimage	Cell Image Library	http://cellimagelibrary.org/	The Cell: An Image Library™ is a freely accessible, public repository of reviewed and annotated images, videos, and animations of cells from a variety of organisms, showcasing cell architecture, intracellular functionalities, and both normal and abnormal processes.	^\d+$	24801	dorloff@ncmir.ucsd.edu	http://cellimagelibrary.org/images/$1				False				CELLIMAGE										cellimage	cellimage						cellimage	r3d100000023								
cellopub	Cellosaurus Publication	https://web.expasy.org/cellosaurus/	Cellosaurus identifeirs for publications, like Pubmed	^CLPUB\d+$	CLPUB00496		https://web.expasy.org/cellosaurus/cellopub/$1				False						CelloPub																								
cellosaurus	Cellosaurus	https://cellosaurus.org	The Cellosaurus is a knowledge resource on cell lines. It attempts to describe all cell lines used in biomedical research. Its scope includes: Immortalized cell lines; naturally immortal cell lines (example: stem cell lines); finite life cell lines when those are distributed and used widely; vertebrate cell line with an emphasis on human, mouse and rat cell lines; and invertebrate (insects and ticks) cell lines. Its scope does not include primary cell lines (with the exception of the finite life cell lines described above) and plant cell lines.	^[A-Z0-9]{4}$	0440	Amos.Bairoch@sib.swiss	https://www.cellosaurus.org/CVCL_$1		https://ftp.expasy.org/databases/cellosaurus/cellosaurus.obo	CVCL	False				CELLOSAURUS		Cellosaurus						nbdc02180		cellosaurus	cellosaurus							r3d100013293	CVCL	Cellosaurus		P3289				
cellosaurus.resource	Cellosaurus Registry	https://web.expasy.org/cellosaurus/	The set of prefixes used in the Cellosaurus resource		4DN		https://bioregistry.io/metaregistry/cellosaurus/$1				False																														
cellrepo	Cell Version Control Repository	https://www.cellrepo.com/	The Cell Version Control Repository is the single worldwide version control repository for engineered and natural cell lines	^[0-9]+$	82		https://www.cellrepo.com/repositories/$1				False														cellrepo																
cemo	The COVID-19 epidemiology and monitoring ontology	https://github.com/NuriaQueralt/covid19-epidemiology-ontology	The covid-19 epidemiology and monitoring ontology (cemo) provides a common ontological model to make epidemiological quantitative data for monitoring the covid-19 outbreak machine-readable and interoperable to facilitate its exchange, integration and analysis, to eventually support evidence-based rapid response.	^[0-9a-z_-]+$	secondary_attack_rate	n.queralt_rosinach@lumc.nl	https://biopragmatics.github.io/providers/cemo/$1	https://raw.githubusercontent.com/NuriaQueralt/covid19-epidemiology-ontology/main/owl/cemo.owl			False																														
ceph	Cephalopod Ontology	https://github.com/obophenotype/cephalopod-ontology	An anatomical and developmental ontology for cephalopods	^\d{7}$	0000109	cjmungall@lbl.gov	http://purl.obolibrary.org/obo/CEPH_$1		https://raw.githubusercontent.com/obophenotype/cephalopod-ontology/master/ceph.obo		True	CEPH			CEPH	CEPH											ceph	ceph	CEPH												
cgd	Candida Genome Database	http://www.candidagenome.org/	The Candida Genome Database (CGD) provides access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. It collects gene names and aliases, and assigns gene ontology terms to describe the molecular function, biological process, and subcellular localization of gene products.	^CAL\d{7}$	CAL0003079	gsherloc@stanford.edu	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=$1				False				CGD								nbdc00391		cgd	cgd						cgd	r3d100010617			DB-0126					
cghdb	CGH Data Base	https://web.archive.org/web/20190222051223/http://www.cghtmd.jp/CGHDatabase/index_e.jsp	Cell line databases/resources		300165/p13898_2106T						False						CGH-DB																								
cgnc	Chicken Gene Nomenclature Consortium	http://birdgenenames.org/cgnc/	Nomenclature Consortium around Chicken genes (analogous to the HGNC for humans)	^\d+$	10087	fionamcc@arizona.edu	http://birdgenenames.org/cgnc/GeneReport?id=$1			BirdBase|CGNC	False						CGNC															cgnc	r3d100012429								
cgsc	Coli Genetic Stock Center	http://cgsc.biology.yale.edu/index.php	The CGSC Database of E. coli genetic information includes genotypes and reference information for the strains in the CGSC collection, the names, synonyms, properties, and map position for genes, gene product information, and information on specific mutations and references to primary literature.	^\d+$	74	kelly.hughes@utah.edu	http://cgsc.biology.yale.edu/Site.php?ID=$1				False				CGSC										cgsc	cgsc						cgsc	r3d100010585								
charprot	CharProt	http://www.jcvi.org/charprotdb	CharProt is a database of biochemically characterized proteins designed to support automated annotation pipelines. Entries are annotated with gene name, symbol and various controlled vocabulary terms, including Gene Ontology terms, Enzyme Commission number and TransportDB accession.	^CH_\d+$	CH_001923		http://www.jcvi.org/charprotdb/index.cgi/view/$1				False				CHARPROT										charprot	charprot															
chebi	Chemical Entities of Biological Interest	http://www.ebi.ac.uk/chebi	Chemical Entities of Biological Interest (ChEBI) is a freely available dictionary of molecular entities focused on 'small' chemical compounds.	^\d+$	138488	amalik@ebi.ac.uk	http://purl.obolibrary.org/obo/CHEBI_$1			CHEBI|CHEBIID|ChEBI	False	CHEBI		558	CHEBI	CHEBI	ChEBI	000407			1174		nbdc00027		chebi	chebi	chebi	chebi	CHEBI			chebi	r3d100012626		Chebi		P683				
chembank	ChemBank	http://chembank.broad.harvard.edu	ChemBank is a public, web-based informatics environment created by the Broad Institute's Chemical Biology Program and funded in large part by the National Cancer Institute's Initiative for Chemical Genetics (ICG).		1000000		http://chembank.broadinstitute.org/chemistry/viewMolecule.htm?cbid=$1				True				CHEMBANK																	chembank									
chembl	ChEMBL	https://www.ebi.ac.uk/chembl	ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature.	^CHEMBL\d+$	CHEMBL4303805	dmendez@ebi.ac.uk	https://www.ebi.ac.uk/chembl/entity/$1			ChEMBL|ChEMBL_ID|chembl	False							000412					nbdc02555		chembl							chembl	r3d100010539			DB-0174					
chembl.cell	ChEMBL database of bioactive drug-like small molecules - Cell lines section	https://www.ebi.ac.uk/chembldb	Chemistry resources	^CHEMBL\d+$	CHEMBL3307800	dmendez@ebi.ac.uk	https://www.ebi.ac.uk/chembl/cell_line_report_card/$1			ChEMBL-Cells	False						ChEMBL-Cells																						chembl		
chembl.compound	ChEMBL	https://www.ebi.ac.uk/chembldb/	ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature.	^CHEMBL\d+$	CHEMBL465070	dmendez@ebi.ac.uk	https://www.ebi.ac.uk/chembl/compound/inspect/$1				False				CHEMBL.COMPOUND						2646				chembl.compound	chembl.compound									ChemblCompound		P592		chembl		
chembl.target	ChEMBL target	https://www.ebi.ac.uk/chembldb/	ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature.	^CHEMBL\d+$	CHEMBL3467	dmendez@ebi.ac.uk	https://www.ebi.ac.uk/chembl/target/inspect/$1			ChEMBL-Targets	False				CHEMBL.TARGET		ChEMBL-Targets								chembl.target	chembl.target									ChemblTarget				chembl		
chemdb	ChemDB	http://cdb.ics.uci.edu/	ChemDB is a chemical database containing commercially available small molecules, important for use as synthetic building blocks, probes in systems biology and as leads for the discovery of drugs and other useful compounds.	^\d+$	3966782	pfbaldi@uci.edu	http://cdb.ics.uci.edu/cgibin/ChemicalDetailWeb.py?chemical_id=$1				False				CHEMDB										chemdb	chemdb						chemdb									
chemicalbook	Chemical Book	https://www.chemicalbook.com	A hybrid chemical enyclopedia and supplier advertizing system for chemicals.		CB82546919		https://www.chemicalbook.com/ChemicalProductProperty_IN_$1.htm			ChemicalBookNo	False																														
chemidplus	ChemIDplus	https://chem.nlm.nih.gov/chemidplus/chemidheavy.jsp	ChemIDplus is a web-based search system that provides access to structure and nomenclature authority files used for the identification of chemical substances cited in National Library of Medicine (NLM) databases. It also provides structure searching and direct links to many biomedical resources at NLM and on the Internet for chemicals of interest.	^\d+\-\d+\-\d+$	57-27-2		https://chem.nlm.nih.gov/chemidplus/rn/$1			ChemIDplus	False				CHEMIDPLUS						2658		nbdc01837		chemidplus	chemidplus						chemidplus									
cheminf	Chemical Information Ontology	https://github.com/semanticchemistry/semanticchemistry	The chemical information ontology (cheminf) describes information entities about chemical entities. It provides qualitative and quantitative attributes to richly describe chemicals.	^\d{6}$	000410	egon.willighagen@gmail.com	http://purl.obolibrary.org/obo/CHEMINF_$1	https://github.com/semanticchemistry/semanticchemistry/raw/master/ontology/cheminf.owl			False	CHEMINF			CHEMINF	CHEMINF									cheminf		cheminf	cheminf	CHEMINF												
chempro.competitor	ChemPro Competitor	https://chemprosquare.idrblab.net	ChemPro is a database of chemoproteomic probes. This prefix provides identifiers for compounds that compete with probes for binding to target proteins.	^LDCM\d+$	LDCM0160	zhufeng@zju.edu.cn	https://chemprosquare.idrblab.net/data/competitor/details/$1				False																														
chempro.probe	ChemPro Probe	https://chemprosquare.idrblab.net	ChemPro is a database of chemoproteomic probes. This prefix provides identifiers for chemoproteomic probes used to label human proteins in living cells.	^LDPC\d+$	LDPC0032	zhufeng@zju.edu.cn	https://chemprosquare.idrblab.net/data/probe/details/$1				False																														
