#curie_map:
#  CHEMINF: http://semanticscience.org/resource/CHEMINF_
#  GO: http://purl.obolibrary.org/obo/GO_
#  bartoc: http://bartoc.org/en/node/
#  bioportal: http://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  edam: http://edamontology.org/
#  fairsharing: https://fairsharing.org/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  miriam: https://registry.identifiers.org/registry/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://bioregistry.io/metaregistry/prefixcommons/
#  re3data: https://www.re3data.org/repository/
#  rrid: 'https://scicrunch.org/resolver/RRID:'
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  togoid: https://togoid.dbcls.jp/ontology#
#  uniprot: http://purl.uniprot.org/uniprot/
#  wikidata: http://www.wikidata.org/entity/
#  xsd: http://www.w3.org/2001/XMLSchema#
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/refs/heads/main/exports/analyses/mapping_checking/mapping_embedding_similarities.tsv
#mapping_set_title: Bioregistry Mapping Similarity Analysis
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#extension_definitions:
#- slot_name: parts_used
#  type_hint: xsd:string
#- slot_name: reference_text
#  type_hint: xsd:string
#- slot_name: mapping_text
#  type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	similarity_score	parts_used	reference_text	mapping_text
bioregistry:pr	Protein Ontology	skos:exactMatch	lov:pr	Property Reification Vocabulary	semapv:LexicalMatching	0.711617351	name,description,homepage	Protein Ontology The PRotein Ontology (PRO) has been designed to describe the relationships of proteins and protein evolutionary classes, to delineate the multiple protein forms of a gene locus (ontology for protein forms), and to interconnect existing ontologies. http://proconsortium.org	Property Reification Vocabulary A vocabulary for describing the ontology design pattern of property reification. http://purl.org/ontology/prv/core#
bioregistry:tigrfam	TIGRFAMS	skos:exactMatch	edam:1141	TIGRFam	semapv:LexicalMatching	0.712005138	name,description	TIGRFAMS TIGRFAMs is a resource consisting of curated multiple sequence alignments, Hidden Markov Models (HMMs) for protein sequence classification, and associated information designed to support automated annotation of (mostly prokaryotic) proteins. http://www.jcvi.org/cgi-bin/tigrfams/Listing.cgi	TIGRFam Accession number of an entry (family) from the TIGRFam database.
bioregistry:gramene.growthstage	Gramene Growth Stage Ontology	skos:exactMatch	aberowl:GRO-CPGA		semapv:LexicalMatching	0.717789829	description	Gramene Growth Stage Ontology Gramene is a comparative genome mapping database for grasses and crop plants. It combines a semi-automatically generated database of cereal genomic and expressed sequence tag sequences, genetic maps, map relations, quantitative trait loci (QTL), and publications, with a curated database of mutants (genes and alleles), molecular markers, and proteins. This collection refers to growth stage ontology information in Gramene. http://www.gramene.org/plant_ontology/	"""Filtered from plant_ontology_assert.obo to have only plant anatomical entity terms. Matches plant_ontology.obo version #20"
bioregistry:cosmic.gene	COSMIC Gene	skos:exactMatch	edam:3264	COSMIC	semapv:LexicalMatching	0.719187021	name,description	COSMIC Gene COSMIC is a comprehensive global resource for information on somatic mutations in human cancer, combining curation of the scientific literature with tumor resequencing data from the Cancer Genome Project at the Sanger Institute, U.K. This collection references genes. http://cancer.sanger.ac.uk/cosmic/	COSMIC Identifier of a COSMIC database entry.
bioregistry:hgmd	Human Gene Mutation Database	skos:exactMatch	edam:3265	HGMD	semapv:LexicalMatching	0.719600797	name,description	Human Gene Mutation Database The Human Gene Mutation Database (HGMD) collates data on germ-line mutations in nuclear genes associated with human inherited disease. It includes information on single base-pair substitutions in coding, regulatory and splicing-relevant regions; micro-deletions and micro-insertions; indels; triplet repeat expansions as well as gross deletions; insertions; duplications; and complex rearrangements. Each mutation entry is unique, and includes cDNA reference sequences for most genes, splice junction sequences, disease-associated and functional polymorphisms, as well as links to data present in publicly available online locus-specific mutation databases. http://www.hgmd.cf.ac.uk/ac/index.php	HGMD Identifier of a HGMD database entry.
bioregistry:enm	eNanoMapper ontology	skos:exactMatch	aberowl:ENM	eNanoMapper	semapv:LexicalMatching	0.720179796	name	eNanoMapper ontology The eNanoMapper project (https://www.enanomapper.net/), NanoCommons project (https://www.nanocommons.eu/) and ACEnano project (http://acenano-project.eu/) are creating a pan-European computational infrastructure for toxicological data management for ENMs, based on semantic web standards and ontologies. This ontology is an application ontology targeting the full domain of nanomaterial safety assessment. It re-uses several other ontologies including the NPO, CHEMINF, ChEBI, and ENVO. http://www.enanomapper.net/	eNanoMapper
bioregistry:zbw.stw	Standard-Thesaurus Wirtschaft	skos:exactMatch	tib:stw	STW Thesaurus for Economics	semapv:LexicalMatching	0.72260493	name,description,homepage	Standard-Thesaurus Wirtschaft Der Thesaurus enthält Vokabular zu allen ökonomischen Themenstellungen: über 6.000 Schlagwörter und über 28.000 zusätzliche Synonyme als Zugangshilfe, um individuelle Formulierungen bei der Suche aufzufangen. Auch Fachbegriffe aus benachbarten Bereichen wie z.B. Recht, Soziologie oder Politik sowie Geobegriffe sind dort zu finden. Wenn Sie Schlagwörter aus diesem Vokabular auswählen, können Sie sicher sein Treffer zu erhalten, die zu dem gewünschten Sachgebiet passen. [from homepage] https://zbw.eu/stw	STW Thesaurus for Economics The thesaurus provides vocabulary on any economic subject: almost 6,000 standardized subject headings and about 20,000 additional entry terms to support individual keywords. You can also find technical terms used in law, sociology, or politics, and geographic names. When selecting terms from this vocabulary, you can be sure to get results matching your search query. https://www.zbw.eu/stw/version/latest/about.en.html
bioregistry:modeldb	ModelDB	skos:exactMatch	edam:2669	ModelDB	semapv:LexicalMatching	0.722869515	name,description	ModelDB ModelDB is a curated, searchable database of published models in the computational neuroscience domain. It accommodates models expressed in textual form, including procedural or declarative languages (e.g. C++, XML dialects) and source code written for any simulation environment. https://modeldb.science	ModelDB Unique identifier of an entry from the ModelDB database.
bioregistry:mgi	Mouse Genome Informatics	skos:exactMatch	edam:3274	MGI	semapv:LexicalMatching	0.723756135	name,description	Mouse Genome Informatics The Mouse Genome Database (MGD) project includes data on gene characterization, nomenclature, mapping, gene homologies among mammals, sequence links, phenotypes, allelic variants and mutants, and strain data. http://www.informatics.jax.org/	MGI Identifier of an object from the MGI database.
bioregistry:apollosv	Apollo Structured Vocabulary	skos:exactMatch	ontobee:APOLLO_SV	Apollo Structured Vocabulary	semapv:LexicalMatching	0.725081384	name	Apollo Structured Vocabulary An OWL2 ontology of phenomena in infectious disease epidemiology and population biology for use in epidemic simulation. https://github.com/ApolloDev/apollo-sv	Apollo Structured Vocabulary
bioregistry:phenx	PhenX Toolkit	skos:exactMatch	bioportal:PHENX	PhenX Phenotypic Terms	semapv:LexicalMatching	0.728027463	name,description	PhenX Toolkit A web-based catalog of recommended measurement protocols selected by experts to include in studies with human participants. https://www.phenxtoolkit.org	PhenX Phenotypic Terms Standard measures related to complex diseases, phenotypic traits and environmental exposures
bioregistry:ccf	Human Reference Atlas Common Coordinate Framework Ontology	skos:exactMatch	aberowl:CCF	ccf (v3.0.0) graph data	semapv:LexicalMatching	0.729053497	name,description	Human Reference Atlas Common Coordinate Framework Ontology The Common Coordinate Framework (CCF) Ontology is an application ontology built to support the development of the Human Reference Atlas (HRA). It unifies vocabulary for HRA construction and usage—making it possible to ingest external data sources; supporting uniform tissue sample registration that includes the spatial positioning and semantic annotations within 3D reference organs; and supporting user-formulated cross-domain queries over tissue donor properties, anatomical structures, cell types, biomarkers, and 3D space. The CCF Ontology consists of three major ontologies. The Biological Structure Ontology records anatomical structures, cell types, and biomarkers (ASCT+B) and the relationships between them. The ASCT+B tables are authored by human experts using templated Google Sheets. The biomarkers, cell types, and anatomical structures are mapped to existing ontologies (Uberon/FMA, CL, HGNC) whenever possible. All relationships between anatomical structures and from cell types to anatomical structures are valid Uberon and CL relationships. The Spatial Ontology defines the shape, size, location, and rotation of experimental tissue and data major anatomical structures in the 3D Reference Object Library. The Specimen Ontology captures the sex, age, and other information on donors that provided tissue data used in the construction of the HRA. https://bioportal.bioontology.org/ontologies/CCF	ccf (v3.0.0) graph data The graph representation of the Common Coordinate Framework Base Vocabulary dataset.
bioregistry:schema	Schema.org	skos:exactMatch	lov:sdo	SALT Document Ontology	semapv:LexicalMatching	0.729443073	name,description,homepage	Schema.org Schema.org is a collaborative, community activity with a mission to create, maintain, and promote schemas for structured data on the Internet, on web pages, in email messages, and beyond. https://schema.org	SALT Document Ontology The SALT Document Ontology captures the linear structure of the publication, in addition to the identification and revisioning information of the publication's content. http://salt.semanticauthoring.org/ontologies/sdo
bioregistry:pirsf	PIR Superfamily Classification System	skos:exactMatch	edam:1136	PIRSF	semapv:LexicalMatching	0.730099142	name,description	PIR Superfamily Classification System The PIR SuperFamily concept is being used as a guiding principle to provide comprehensive and non-overlapping clustering of UniProtKB sequences into a hierarchical order to reflect their evolutionary relationships. https://pir.georgetown.edu/	PIRSF Unique identifier of an entry from the PIRSF database.
bioregistry:hp	Human Phenotype Ontology	skos:exactMatch	bioportal:HPO	Hypertension-Ontology	semapv:LexicalMatching	0.730593443	name,description	Human Phenotype Ontology The Human Phenotype Ontology (HPO) aims to provide a standardized vocabulary of phenotypic abnormalities encountered in human disease. Each term in the HPO describes a phenotypic abnormality, such as atrial septal defect. The HPO is currently being developed using the medical literature, Orphanet, DECIPHER, and OMIM. http://www.human-phenotype-ontology.org/	Hypertension-Ontology The Hypertension Ontology, developed using the Protege tool, serves as a comprehensive knowledge framework for representing and organizing information related to hypertensive disorders. This ontology is designed to capture various aspects of hypertension, including its types, causes, and associated risks, with the aim of providing valuable insights for healthcare professionals, researchers, and policymakers. Leveraging the power of Protege, the ontology employs the OWL (Web Ontology Language) format to define classes, properties, and relationships, ensuring semantic clarity and interoperability. The taxonomy within the ontology encompasses a wide range of hypertensive conditions, allowing for detailed classification and representation. The ontology facilitates queries and exploration of hypertensive data through the use of the DL Query module in Protege, offering a practical tool for evaluating its usefulness. To enhance accessibility, the ontology is made available for download, enabling seamless integration into existing healthcare information systems. Its development involved a rigorous review of scientific literature and consideration of established methodologies, ensuring its alignment with best practices in ontology engineering. This Hypertension Ontology aims to contribute to the advancement of hypertension research, clinical practice, and healthcare decision-making.
bioregistry:peco	Plant Experimental Conditions Ontology	skos:exactMatch	ecoportal:PECO	The Provenance of Emission Calculations Ontology	semapv:LexicalMatching	0.731065392	name,description	Plant Experimental Conditions Ontology A structured, controlled vocabulary which describes the treatments, growing conditions, and/or study types used in plant biology experiments. http://planteome.org/	The Provenance of Emission Calculations Ontology This ontology defines a vocabulary for describing provenance traces of carbon emission calculations by capturing the quantifiable measurements of carbon emission sources used by some activities (e.g., electricity used by a machinery to produce a product, petrol used to make a car journey, etc.) and emission conversion factors used to estimate the carbon emissions produced by these. In addition, the ontology provides the ability to capture various data transformations that occurred before energy estimates may be used with relevant conversion factors. For example, sensors may provide raw readings about a water flow of an irrigation rig in an agri-food operation which is then used as a proxy to estimate the total volume of fertilisers used.
bioregistry:google.scholar	Google Scholar Researcher	skos:exactMatch	wikidata:P1960	Google Scholar author ID	semapv:LexicalMatching	0.73221761	name,description,homepage	Google Scholar Researcher Google Scholar provides a simple way to broadly search for scholarly literature. You can search across many disciplines and sources: articles, theses, books, abstracts and court opinions, from academic publishers, professional societies, online repositories, universities and other web sites. https://scholar.google.com	Google Scholar author ID identifier of a person in the Google Scholar academic search service https://scholar.google.com/
bioregistry:epo	Epidemiology Ontology	skos:exactMatch	fairsharing:FAIRsharing.d8a14w	Early Pregnancy Ontology	semapv:LexicalMatching	0.733677149	name,description,homepage	Epidemiology Ontology An ontology designed to support the semantic annotation of epidemiology resources https://code.google.com/p/epidemiology-ontology/	Early Pregnancy Ontology The early pregnancy ontology contains the concepts to describe ectopic pregnancy ultrasound images, organized into several subsumption hierarchies for types of ectopic pregnancies and the signs, anatomical structures and technical elements of imaging associated with ectopic pregnancy. Also known as the Ectopic pregnancy ontology. http://bioportal.bioontology.org/ontologies/EPO
bioregistry:hdl	Handle	skos:exactMatch	fairsharing:FAIRsharing.0b7e54	Handle	semapv:LexicalMatching	0.735682011	name,description,homepage	Handle Welcome to the web site of the Handle.Net Registry (HNR), run by Corporation for National Research Initiatives (CNRI). CNRI is a Multi-Primary Administrator (MPA) of the Global Handle Registry (GHR), authorized by the DONA Foundation to allot prefixes to users of the Handle System. The DONA Foundation is a non-profit organization based in Geneva that has taken over responsibility for the evolution of CNRI's Digital Object (DO) Architecture including outreach around the world. One of the Foundation's responsibilities is to administer and maintain the overall operation of the GHR, a task that was previously performed by CNRI. (from website) https://www.handle.net	"Handle The Handle System is the Corporation for National Research Initiatives's proprietary registry assigning persistent identifiers, or handles, to information resources, and for resolving ""those handles into the information necessary to locate, access, and otherwise make use of the resources"". As with handles used elsewhere in computing, Handle System handles are opaque, and encode no information about the underlying resource, being bound only to metadata regarding the resource. Consequently, the handles are not rendered invalid by changes to the metadata. http://handle.net"
