prefix	status	preferred_prefix	name	homepage	description
2.16.840.1.113883.6.341	Complete	hlaAllele	Human leukocyte antigen nomenclature	https://lhncbc.nlm.nih.gov/	Human leukocyte antigen (HLA) complex contains more than 220 genes that encode for the proteins of the immune system. HLA alleles are most commonly used for histocompatibility testing for stem cell and solid organ transplantation. The WHO Nomenclature Committee for Factors of the HLA System is responsible for a common nomenclature of HLA alleles, allele sequences, and quality control, to communicate histocompatibility typing information to match donors and recipients.  For the full specification, please go to this website: http://hla.alleles.org/nomenclature/naming.html .HLA nomenclature can also be used to represent sets of alleles that share sequence identity in the Antigen Recognition Site (ARS).  G-groups are alleles that have identical DNA sequences in the ARS, while P-groups are alleles that have identical protein sequences in the ARS. These are described, respectively, in http://hla.alleles.org/alleles/g_groups.html and http://hla.alleles.org/alleles/p_groups.html.
2.16.840.1.113883.6.342	Complete	starAllele	Pharmacogenomics star allele nomenclature	https://lhncbc.nlm.nih.gov/	"The star allele nomenclature is commonly used in pharmacogenomics as shorthand to specify one or more specific variants in a gene that is known to impact drug metabolism or response. A star allele can identify either a single variant or a group of variants found in cis, and therefore it usually represents a haplotype. A star allele name is composed of the gene symbol and an allele number, separated by an asterisk, e.g. TPMT*2. By convention, the *1 allele represents the allele that contains the ""reference"" sequence, although that is not true in all cases.  Closely related alleles may be assigned a common number and be differentiated by a unique letter that specifies the suballele (e.g., TPMT*3A, TPMT*3B).   Pharmacogenomics tests commonly report patient phenotypes as diplotypes, i.e. *1/*3A."
2.16.840.1.113883.6.343	Complete	issue-details	SharedIssueDetails		Provides codes to identify the issues that are returned as errors in response to messages received in the Canada Health Infoway PrescribeIT solution. Codes are a combination of alpha and numeric character with no spaces.
2.16.840.1.113883.6.345	Complete	medrt	Medication Reference Terminology		Medication Reference Terminology (MED-RT&#8482;) is&#160;the evolutionary successor to the Veterans Health Administration National Drug File &#8211; Reference Terminology (VHA&#160;NDF-RT&#8482;).&#160;Both are&#160;formal ontology representations of medication terminology, pharmacologic classifications, and asserted authoritative relationships between them.
2.16.840.1.113883.6.346	Complete	medispanKDC	Medi-Span KDC	https://www.wolterskluwercdi.com/	Medi-Span Knowledge Base Drug Code
2.16.840.1.113883.6.348	Pending	icaoSex	nternational Civil Aviation Organization Sex	https://www.icao.int/Pages/default.aspx	Concepts representing recorded sex or gender values for international exchange as defined in the Gender Harmony project as specified by the International civil aviation organization.
2.16.840.1.113883.6.35	Complete	e5	Euclides  quantity codes		Euclides  quantity codes
2.16.840.1.113883.6.36	Complete	e6	Euclides Lab method codes		Euclides Lab method codes
2.16.840.1.113883.6.37	Complete	e7	Euclides Lab equipment codes		Euclides Lab equipment codes
2.16.840.1.113883.6.38	Complete	fdk	FDA K10		FDA K10 device & analyte process codes
2.16.840.1.113883.6.39	Complete	hi	Health Outcomes Institute codes for outcome variables		Health Outcomes Institute codes for outcome variables available (with responses) from Stratis Health (formerly Foundation for Health Care Evaluation and Health Outcomes Institute), 2901 Metro Drive, Suite 400, Bloomington, MN, 55425-1525; (612) 854-3306 (voice); (612) 853-8503 (fax); dziegen@winternet.com. See examples in the Implementation Guide.
2.16.840.1.113883.6.40	Complete	hibccHIN	HIBCC	http://www.hibcc.org/	Health Industry Number (HIN) is a unique identifier for enumerating locations and providers of services and activities throughout the health industry. The HIN enumerates provider establishments and all other entities in the health industrysupply chain, as well as prescribers by location.  The HIN is physically represented as a nine-character alphanumeric string comprising six randomly-assigned characters followed by a modulus-based check character in the seventh position, followed by a two-character suffix that identifies all known practice locations of prescribers, or the various services, activities or even administrative programs associated with health care establishments.
2.16.840.1.113883.6.41	Complete	ics	International Classification of Clinical Services		International Classification of Clinical Services.
2.16.840.1.113883.6.43.1	Complete	icd-o-3	International Classification of Diseases for Oncology, version 3.	http://www.who.int/en/	International Classification of Diseases for Oncology, version 3.  For more information see http://www.who.int/classifications/icd/adaptations/oncology/en/.
2.16.840.1.113883.6.44	Complete	ichppc-2	ICHPPC-2		International Classification of Health Problems in Primary Care, Classification Committee of World Organization of National Colleges, Academies and Academic Associations of General Practitioners (WONCA), 3rd edition. An adaptation of ICD9 intended for use in General Medicine, Oxford University Press.http://www.annals.org/content/93/2/386.3.extractThere does not seem to be an authoritative source to access this material as a code system.
2.16.840.1.113883.6.45	Complete	icsd	International Classification of Sleep Disorders	http://www.esst.org/	International Classification of Sleep Disorders
2.16.840.1.113883.6.46	Complete	iupp	IUPP	http://www.iupac.org	IUPAC/IFCC Property Codeshttp://old.iupac.org/publications/epub/index.htmlhttp://www.iupac.org/web/ins/2001-068-1-700
2.16.840.1.113883.6.47	Complete	iupc	IUPAC/IFCC Component Codes	http://www.iupac.org	IUPAC/IFCC Component Codeshttp://www.iupac.org/web/ins/2004-023-1-700
2.16.840.1.113883.6.48	Pending	JC8	JC8		Japanese Chemistry
2.16.840.1.113883.6.49	Rejected	OHA	OHA		Omaha SystemDuplicate entry, request for OID assignment rejected.  See replacedBy for the correct OID.
2.16.840.1.113883.6.5	Complete	snm	SNOMED		Systemized Nomenclature in Medicine Reference Terminology (SNOMED RT)
2.16.840.1.113883.6.50	Pending	POS	POS		POS Codes
2.16.840.1.113883.6.51	Pending	SNM3	SNM3		SNOMED International
2.16.840.1.113883.6.52	Pending	SNT	SNT		SNOMED topology codes (anatomic sites)
2.16.840.1.113883.6.53	Pending	SDM	SDM		SNOMED- DICOM Microglossary
2.16.840.1.113883.6.54	Pending	UC	UC		UCDS
2.16.840.1.113883.6.55	Pending	UPC	UPC		Universal Product Code
2.16.840.1.113883.6.56	Pending	UML	UML		Unified Medical Language
2.16.840.1.113883.6.57	Pending	CDCA	CDCA		CDC Analyte Codes
2.16.840.1.113883.6.58	Pending	CDCM	CDCM		CDC Methods/Instruments Codes
2.16.840.1.113883.6.6	Complete	read-Codes	CTV3	http://www.nhsia.nhs.uk/def/home.asp	"Clinical Terms Version 3 - The Read Codes - contains over 200,000 coded concepts arranged in a sub-type hierarchical structure. 	 Top level hierarchy sections:	DisordersFindings MorphologySurgical proceduresRegimes & therapiesInvestigationsStages & scalesOccupationsOrganismsUnitsDrugsAppliances & equipment"
2.16.840.1.113883.6.63	Pending	FDDX	FDDX		First DataBank Diagnostic Codes
2.16.840.1.113883.6.64	Pending	FDDC	FDDC		First DataBank Drug Codes
2.16.840.1.113883.6.65	Complete	medispanMedicalConditions	Medi-Span Medical Conditions	http://www.medispan.com/	Medi-Span Medical Condition codes.
2.16.840.1.113883.6.66	Pending	MEDX	MEDX		Medical Economics Diagnostic Codes
2.16.840.1.113883.6.67	Pending	MEDC	MEDC		Medical Economics Drug Codes
2.16.840.1.113883.6.68	Complete	medispanGPI	Medi-Span GPI	http://www.medispan.com/	Medi-Span Generic Product Identifier.
2.16.840.1.113883.6.7	Complete	naaccrCodes	NAACCR	http://www.naaccr.org/	NAACCR Cancer Registry code lists.  This branch node has the short code list vocabularies used in NAACCR Cancer Registries, as defined in the NAACCR standards.
2.16.840.1.113883.6.70	Rejected	MEDR	MEDR		Medical Dictionary for Drug Regulatory Affairs (MEDuplicate entry, request for OID assignment rejected.  See replacedBy for the correct OID.
2.16.840.1.113883.6.71	Pending	whoDDDrugCode	WHO Drug Dictionary Drug Code	http://www.who-umc.org/	The Drug Code is the unique identifier of an entry in the B-format of the WHO Drug Dictionary. It consists of the 6 digit Drug Record Number identifying the base substance, the 2 digit Sequence 1 identifying the Salt/Esther form and the 3 digit Sequence 2 that identifies trade names or synonym names for a generic name.
2.16.840.1.113883.6.72	Pending	W4	W4		WHO rec# code with ASTM extension
2.16.840.1.113883.6.73.1	Complete	whoATCLevel1	WHO Anatomical Therapeutic Chemical Classification Level 1 Code	http://www.umc-products.com/	WHO Anatomical Therapeutic Chemical Classification Level 1 Code.
2.16.840.1.113883.6.73.2	Complete	whoATCLevel2	WHO Anatomical Therapeutic Chemical Classification Level 2 Code	http://www.umc-products.com/	WHO Anatomical Therapeutic Chemical Classification Level 2 Code.
2.16.840.1.113883.6.73.3	Complete	whoATCLevel3	WHO Anatomical Therapeutic Chemical Classification Level 3 Code	http://www.umc-products.com/	WHO Anatomical Therapeutic Chemical Classification Level 3 Code
2.16.840.1.113883.6.73.4	Complete	whoATCLevel4	WHO Anatomical Therapeutic Chemical Classification Level 4 Code	http://www.umc-products.com/	WHO Anatomical Therapeutic Chemical Classification Level 4 Code.
2.16.840.1.113883.6.73.5	Complete	whoATCLevel5	WHO Anatomical Therapeutic Chemical Classification Level 5 Code	http://www.who-umc.org/	WHO Anatomical Therapeutic Chemical Classification Level 5 Code.
2.16.840.1.113883.6.74	Complete	art	ART	http://www.who-umc.org/	WHO Adverse Reaction Terms, English language.  http://www.umc-products.com/graphics/3149.pdf
2.16.840.1.113883.6.75	Pending	UMD	UMD		MDNS
2.16.840.1.113883.6.76	Pending	ACR	ACR		American College of Radiology finding codes
2.16.840.1.113883.6.78	Pending	as4e	AS4E		AS4 Neurophysiology Codes
2.16.840.1.113883.6.79	Pending	CDS	CDS		CDC Surveillance
2.16.840.1.113883.6.80	Pending	CE	CE		CEN ECG diagnostic codes
2.16.840.1.113883.6.81	Pending	CLP	CLP		CLIP
2.16.840.1.113883.6.82	Pending	C5	C5		CPT-5
2.16.840.1.113883.6.83	Deprecated	DCL	DCL		DICOM Class Label; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4
2.16.840.1.113883.6.84	Pending	IETF1766	IETF1766		Tags for the identification of languages
2.16.840.1.113883.6.85	Complete	naics	North American Industry Classification System	http://www.census.gov	The North American Industry Classification System (NAICS) consists of a set of six digit codes that classify and categorize industries.  It also organizes the categories on a production/process-oriented basis.  This new, uniform, industry-wide classification system has been designed as the index for statistical reporting of all economic activities of the U.S., Canada, and Mexico.North American Industry Classification System(NAICS) for the United States, a new economic classification system that replaces the 1987 Standard Industrial Classification (SIC) for statistical purposes.  NAICS is a system for classifying establishments by type of economic activity.  Its purposes are:  (1) to facilitate the collection, tabulation, presentation, and analysis of data relating to establishments, and (2) to promote uniformity and comparability in the presentation of statistical data describing the economy.  NAICS will be used by Federal statistical agencies that collect or publish data by industry.More information may be found at http://www.census.gov/epcd/www/naicsusr.html
2.16.840.1.113883.6.87	Complete	nmds	Nursing  Minimum Data Set		The NMDS is the minimum set of items of information with uniform definitions and categories concerning the specific dimension of the context of patient care delivery.  It represents the minimum data used to support the management and administration of patient/nursing care delivery across all types of settings.
2.16.840.1.113883.6.89	retired	deeds(old)	DEEDS(old)	http://www.cdc.gov	retired root for DEEDs from earlier work.  Superceded.
2.16.840.1.113883.6.9	Deprecated	iso4217-HL7	ISO 4217 currency code		ISO 4217 currency code
2.16.840.1.113883.6.91	Obsolete	fipspub92	FIPS_SOC	http://www.itl.nist.gov/	FIPSPUB92 - GUIDELINE FOR STANDARD OCCUPATIONAL CLASSIFICATION (SOC) CODES, version 1983 February 24.  This entry is now obsolete, as FIPS92 was withdrawn from use in February 2005 by the US Government.  It has been replaced by 2.16.840.1.113883.6.243; please use that OID instead.
2.16.840.1.113883.6.92	Complete	fipsPUB2	FIPS PUB2 - STATE CODES	http://www.itl.nist.gov/	FIPSPUB-2 - CODES FOR THE IDENTIFICATION OF THE STATES, THE DISTRICT OF COLUMBIA AND THE OUTLYING AREAS OF THE UNITED STATES, AND ASSOCIATED AREAS, version 1987 May 28
2.16.840.1.113883.6.93	Complete	fipsPUB6-4	FIPS PUB 6-4 COUNTY CODES	http://www.itl.nist.gov/	FIPSPUB6-4 - Counties and Equivalent Entities of the United States, Its Possessions, and Associated Areas, version 1990 August 31
2.16.840.1.113883.6.94	Complete	icd10-CA	ICD10 CA	www.cihi.ca	ICD10 with Canadian modifications
2.16.840.1.113883.6.95	Complete	cci	Canadian Classification of Health Interventions	http://www.cihi.ca	CCI - Canadian Classification of Health Interventions, developed to accompany ICD-10-CA, maintained by CIHI (Canadian Institute for Health Information).For example: sections  3.AA-3.BZ  Diagnostic Imaging Interventions on the Nervous System 3.AN.^ ^.^ ^    Diagnostic Imaging Interventions on the Brain 3.AN.40. ^ ^   Magnetic Resonance Imaging, Brain Incudes:        That for meninges, ventricles, cerebellum, brain stem, cisterna [of brain], posterior fossa MRI, brain 3.AN.40.VA   without contrast 3.AN.40.VC   following intravenous injection of contrast 3.AN.40.VZ   following percutaneous injection of contrastCIHI Toronto Attn: Director of Standards 4110 Yonge Street, Suite 300Toronto, ON  M2P 2B7CanadaPhone: (416) 481.2002 Fax: (416) 481-2950www.cihi.ca
2.16.840.1.113883.6.96.1	Pending	sctSPA	SNOMED Clinical Terms, Spanish Language Edition		College of American Pathologists, SNOMED Clinical Terms, Spanish Language Edition, April 30, 2004. SNOMED International, 325 Waukegan Road, Northfield, IL 60093-2750. Phone: 800-323-4040 ext. 7700. Email: snomed@cap.org. URL: http://www.snomed.org
2.16.840.1.113883.6.97	Complete	icnp	International Classification for Nursing Practice	http://www.icn.ch/	ICNP® is a combinatorial terminology, using a multi-axial structure.  ICNP® provides standardized terms and codes for terms in two classifications that can be used to compose or create pre-coordinated concepts to represent observations and procedures, specifically, patient problems/nursing diagnoses, nursing interventions including those focused on assessment and actual or expected (goal) outcomes.The ICNP® Classification for Nursing Phenomena is used to compose concepts or statements to represent observations (nursing diagnoses, patient problems, patient status, patient outcomes).The ICNP® Nursing Actions Classification is used to compose concepts or statements to represent procedures (nursing interventions)
2.16.840.1.113883.6.98	Complete	oms	Omaha System		The Omaha System provides standardized terms, definitions, and codes for observations and procedures, specifically for client problems, multidisciplinary interventions including those focusing on assessment and care, and problem-specific client outcomes.
2.16.840.1.113883.6.99	Deprecated	ISO639-1	ISO 639-1 Alpha-2 Language Codes	http://linux.infoterm.org/	Codes for the Representation of Names of Languages Part 1: Alpha-2 Code.  Used as part of the IETF 3066 specification for languages throughout the HL7 specification.This OID has been retired.  Use the correct ISO identifier for this ISO standard 1.0.639.1 in the future.
2.16.840.1.114222.4.1.181960.2.3	Complete	txdshslabNBSLocCod	Texas Department of State Health Services Laboratory Serivices Section Newborn Screening Newborn Local Code	www.dshs.state.tx.us/lab	Texas Department of State Health Services Laboratory Services Section (Texas DSHS) will be creating an OID for defining the Newborn Local Code within the HL7 message created for health care facilities (hospitals, medical clinics, etc.) sending its Newborn Local Code to Texas DSHS. Newborn Screening Laboratory Information Management System (LIMS) is not currently capturing the health care facilities' Local Codes.
2.16.840.1.114222.4.1.181960.2.5	Complete	txdshslabNBSAutResInt	Texas Department of State Health Services Laboratory Serivices Section Newborn Screening Newborn Interpretation Code	www.dshs.state.tx.us/lab	Texas Department of State Health Services Laboratory Services Section will be creating an OID for defining a Newborn Interpetation Code within the Newborn Screening Laboratory Information System (LIMS) for HL7 message purposes. The Interpretaion Code within the Newborn Screening defines a patient interpretation or result record as being 'Normal', 'Abnormal' or 'Unsatisfactory'. A result within a defined reference range is considered 'Normal'. A result outside the defined reference range is considered 'Abnormal'. A specimen or laboratory test not suitable for testing will be assigned an 'Unsatisfactory' result with further follow-up from the ordering facility required.
2.16.840.1.114222.4.5.304	Complete	role-PHLIP	Role codes for PHLIP	http://aphl.org	An external code system, which is an extension of the Organization Unit table HL7043.
2.16.840.1.114222.4.5.305	Complete	orgUnit-PHLIP	Organization Unit codes PHLIP	http://www.aphl.org	An external code system, which is an extension of the Organization unit table HL70406.
2.16.840.1.114222.4.5.306	Complete	salmSerovar-CDC	Salmonella codes for serovar and formula CDC	http://www.aphl.org	Will contain the Formula codes identifying the serovar formula for a specific Salmonella isolate and serovar codes, identifying the respective serovar names. CDC Salmonella lab is working with IHTSDO to find a more proper way of representing the formulas and serovars in SNOMED. This coding system is being used until that task has been accomplished. Formula codes are prefaced with an F and up to 19 numbers. Serovar codes are prefaced with an S and up to 19 numbers.
