prefix	name	alt_name	homepage
nbdc01762	The Carbohydrate-Active enZYmes Database	CAZy	http://www.cazy.org/
nbdc01763	The Diatom EST Database		http://www.biologie.ens.fr/diatomics/EST3
nbdc01765	figshare		http://figshare.com/
nbdc01766	Chemical Component Dictionary	CCD	http://www.ebi.ac.uk/pdbe-srv/pdbechem/
nbdc01773	The European Genome-phenome Archive	EGA	https://ega-archive.org/
nbdc01774	HUGO Gene Nomenclature Committee	HGNC	http://www.genenames.org/
nbdc01775	Escherichia coli strain K12 genome database	EcoGene	http://ecogene.org/
nbdc01778	Side Effect Resource	SIDER	http://sideeffects.embl.de
nbdc01779	STING		http://sms.cbi.cnptia.embrapa.br/SMS/index_s.html
nbdc01781	Eukaryotic Pathogen, Vector and Host Informatics Resource	VEuPathDB	https://veupathdb.org/veupathdb/app/
nbdc01784	ToxoDB	ToxoDB	https://toxodb.org
nbdc01787	Human Oral Microbiome Database	eHOMD	http://www.homd.org/
nbdc01788	The Gene Index Project	TIGR_TGI	http://compbio.dfci.harvard.edu/tgi/
nbdc01789	Health Canada Drug Product Database	HC DPD	https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/drug-product-database.html
nbdc01790	SABIO-RK Biochemical Reaction Kinetics Database	SABIO-RK	http://sabiork.h-its.org/
nbdc01791	European Hepatitis C Virus database	euHCVdb	https://euhcvdb.lyon.inserm.fr/euHCVdb/
nbdc01792	Protein Classification Benchmark Collection		http://net.icgeb.org/benchmark/
nbdc01793	BAliBASE		http://www.lbgi.fr/balibase/
nbdc01794	Annotated regulatory Binding Sites from Orthologous Promoters	ABS	https://genome.crg.es/datasets/abs2005/
nbdc01796	KinMutBase		http://structure.bmc.lu.se/idbase/KinMutBase/
nbdc01797	Conformation Angles Database	CADB	http://cluster.physics.iisc.ernet.in/cadb/
nbdc01799	Eukaryotic Genes	euGenes	http://eugenes.org/
nbdc01800	Daphnia Water Flea Genome Database	wFleaBase	http://wfleabase.org/
nbdc01801	SpodoBase		http://bioweb.ensam.inra.fr/spodobase/
nbdc01802	VirHostNet 2.0	VirHostNet	http://virhostnet.prabi.fr
nbdc01803	Buruli ulcer bacillus Database	BuruList	http://genolist.pasteur.fr/BuruList/
nbdc01804	Colibri		http://genolist.pasteur.fr/Colibri/
nbdc01805	Legionella pneumophila genome database	LegioList	http://genolist.pasteur.fr/LegioList/
nbdc01806	Listeria innocua and Listeria monocytogenes genomes database	ListiList	http://genolist.pasteur.fr/ListiList/
nbdc01807	Mycoplasma pulmonis genome database	MypuList	http://genolist.pasteur.fr/MypuList/
nbdc01808	Photorhabdus luminescens genome database	PhotoList	http://genolist.pasteur.fr/PhotoList/
nbdc01809	Streptococcus agalactiae NEM316 / Serotype III genome database	SagaList	http://genolist.pasteur.fr/SagaList/
nbdc01813	Bactibase: database dedicated to bacteriocins	BACTIBASE	http://bactibase.hammamilab.org/main.php
nbdc01814	Human Proteinpedia		http://www.humanproteinpedia.org/
nbdc01816	Guide to Pharmacology		http://www.guidetopharmacology.org
nbdc01818	European Mouse Mutant Archive	EMMA	https://www.infrafrontier.eu/
nbdc01819	Integrated Microbial Genomes	IMG	http://img.jgi.doe.gov/m
nbdc01821	Yeast Searching for Transcriptional Regulators and Consensus Tracking	YEASTRACT	http://www.yeastract.com
nbdc01822	NeuroMorpho.Org		http://neuromorpho.org/
nbdc01823	Protein Model Database	PMDB	http://srv00.recas.ba.infn.it/PMDB/main.php
nbdc01825	The Global Proteome Machine Database	gpmDB	https://www.thegpm.org/GPMDB/index.html
nbdc01826	SUPERFAMILY		http://supfam.org
nbdc01827	Melanoma Molecular Map Project	MMMP	http://www.mmmp.org/MMMP/
nbdc01828	caNanoLab		http://cananolab.nci.nih.gov/caNanoLab/
nbdc01829	Sequence-Structural Templates of Single-member Superfamilies	SSToSS	http://caps.ncbs.res.in/SSTOSS/index.htm
nbdc01830	AceView genes	AceView	https://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/
nbdc01832	Genetic Codes		https://www.ncbi.nlm.nih.gov/Taxonomy/Utils/wprintgc.cgi
nbdc01833	Influenza Virus Resource		https://www.ncbi.nlm.nih.gov/genomes/FLU/Database/nph-select.cgi?go=database
nbdc01834	NCBI Virus Sequences for Discovery	NCBI Virus	https://www.ncbi.nlm.nih.gov/genome/viruses/
nbdc01835	Organelle Genome Resource		http://www.ncbi.nlm.nih.gov/genomes/GenomesHome.cgi?taxid=2759&hopt=html
nbdc01836	PubMed Central	PMC	http://www.ncbi.nlm.nih.gov/pmc/
nbdc01838	Rice Genome Annotation Project		http://rice.plantbiology.msu.edu/
nbdc01839	Drug Adverse Reaction Target	DART	http://bidd.nus.edu.sg/group/drt/dart.asp
nbdc01840	Tumor Associated Gene database	TAG	http://www.binfo.ncku.edu.tw/TAG/GeneDoc.php
nbdc01841	SpliceInfo		http://spliceinfo.mbc.nctu.edu.tw/
nbdc01842	Biologic Specimen and Data Repository Information Coordinating Center	BioLINCC	https://biolincc.nhlbi.nih.gov/home/
nbdc01843	The Cardiovascular Research Grid	CVRG	https://www.cvrgrid.org/
nbdc01844	GeneNetwork	WebQTL	http://www.genenetwork.org/
nbdc01845	BEI Resource Repository	BEI	http://www.beiresources.org/
nbdc01846	NeuroImaging Tools and Resources Collaboratory	NITRC	https://www.nitrc.org/
nbdc01847	National Addiction & HIV Data Archive Program	NAHDAP	https://www.icpsr.umich.edu/web/pages/NAHDAP/index.html
nbdc01848	NIDA Data Share	NIDA	https://datashare.nida.nih.gov
nbdc01849	NIDA Center on Genetics Studies	NIDA CGS	https://nidagenetics.org/
nbdc01850	Neuroscience Information Framework	NIF	https://neuinfo.org
nbdc01851	PhysioNet		https://www.physionet.org/
nbdc01852	Transporter Classification Database	TCDB	https://tcdb.org/
nbdc01853	Quantitative Trait Loci Archive	QTL Archive	https://phenome.jax.org/centers/QTLA
nbdc01854	National Database for Autism Research	NDAR	http://ndar.nih.gov/
nbdc01855	Federal Interagency Traumatic Brain Injury Research Informatics System	FITBIR	https://fitbir.nih.gov/
nbdc01856	Parkinson's Disease Biomarkers Program Data Management Resource	PDBP DMR	https://pdbp.ninds.nih.gov/
nbdc01857	Biological General Repository for Interaction Datasets	BioGRID	http://www.thebiogrid.org
nbdc01859	PIR SuperFamily	PIRSF	https://proteininformationresource.org/pirwww/dbinfo/pirsf.shtml
nbdc01860	PRofils pour l'Identification Automatique du Metabolisme	PRIAM	http://priam.prabi.fr/
nbdc01861	Description of Plant Viruses	DPVweb	http://www.dpvweb.net
nbdc01865	RCSB Protein Data Bank	RCSB PDB	https://www.rcsb.org/
nbdc01866	TargetTrack		http://sbkb.org/tt/
nbdc01867	The Vertebrate Genome Annotation Database	VEGA	https://vega.archive.ensembl.org/index.html
nbdc01868	3D interacting domains	3DID	http://3did.irbbarcelona.org/
nbdc01871	HumanCyc		https://www.humancyc.org/
nbdc01872	Protein ANalysis THrough Evolutionary Relationships: Classification of Genes and Proteins	PANTHER	http://www.pantherdb.org
nbdc01873	HAMAP database of microbial protein families	HAMAP	https://hamap.expasy.org/
nbdc01874	SWISS-MODEL Repository of 3D protein structure models	SWISS-MODEL	https://swissmodel.expasy.org/repository/
nbdc01875	The Cancer Imaging Archive	TCIA	http://cancerimagingarchive.net/
nbdc01877	JAX Mice Database	JAX	http://jaxmice.jax.org/
nbdc01878	Mutant Mouse Resource and Research Centers	MMRRC	http://www.mmrrc.org/
nbdc01879	Chemical Effects in Biological Systems	CEBS	https://doi.org/10.22427/NTP-DATA-1
nbdc01880	Aspergillus Genomes		http://www.aspergillus-genomes.org.uk/
nbdc01881	Interaction Reference Index Web Interface	iRefWeb	http://wodaklab.org/iRefWeb/
nbdc01883	ExplorEnz		http://www.enzyme-database.org
nbdc01885	Domain mapping of disease mutations	DMDM	http://bioinf.umbc.edu/dmdm/
nbdc01887	Database of Orthologous Groups	OrthoDB	http://www.orthodb.org/v9/
nbdc01889	Toxin and Toxin Target Database	T3DB	http://www.t3db.ca/
nbdc01890	gpDB		http://bioinformatics.biol.uoa.gr/gpDB
nbdc01892	Xenopus laevis and tropicalis biology and genomics resource	Xenbase	http://www.xenbase.org
nbdc01893	The UC Irvine ChemDB	ChemDB	http://cdb.ics.uci.edu
nbdc01895	Knockout Mouse Project	KOMP	https://www.mmrrc.org/catalog/StrainCatalogSearchForm.php?search_query=KOMP%20Repository
nbdc01896	Paleobiology Database	PaleoBioDB	https://paleobiodb.org/#/
nbdc01898	RESID Database of Protein Modifications	RESID	http://pir.georgetown.edu/resid/
nbdc01899	Cancer Genome Mine	CanGEM	http://www.cangem.org/
nbdc01900	PseudoBase		http://www.ekevanbatenburg.nl/pb
nbdc01901	YEASTNET: A consensus reconstruction of yeast metabolism		http://yeast.sourceforge.net/
nbdc01902	RegulonDB		http://regulondb.ccg.unam.mx/
nbdc01903	Antimicrobial Peptide Database	APD	https://wangapd3.com/main.php
nbdc01904	eCrystals		http://ecrystals.chem.soton.ac.uk/
nbdc01906	Bacterial Protein Interaction Database	Bacteriome.org	https://www.compsysbio.org/bacteriome/
nbdc01907	Interologous Interaction Database	I2D	http://ophid.utoronto.ca/ophidv2.204/
nbdc01908	A Systematic Annotation Package	ASAP	https://asap.ahabs.wisc.edu/asap/home.php
nbdc01910	Genome Database for Rosaceae	GDR	http://www.rosaceae.org/
nbdc01911	Yeast Resource Center Public Data Repository	YRC PDR	http://www.yeastrc.org/pdr/
nbdc01912	Saccharomyces cerevisiae Transcription Factor Database	ScerTF	http://stormo.wustl.edu/ScerTF/
nbdc01913	Olfactory Receptor Database	ORDB	http://senselab.med.yale.edu/OrDB/
nbdc01914	Giga Science Database	GigaDB	http://gigadb.org/
nbdc01915	ProteomeXchange		http://www.proteomexchange.org/
nbdc01916	MGnify		https://www.ebi.ac.uk/metagenomics/
nbdc01917	Soybean Knowledge Base	SoyKB	http://soykb.org/
nbdc01918	The mitochondrial DNA breakpoints database	MitoBreak	http://mitobreak.portugene.com
nbdc01919	JCB DataViewer		http://jcb-dataviewer.rupress.org
nbdc01920	Progenetix - genomic copy number aberrations in cancer	Progenetix	https://progenetix.org/
nbdc01921	arrayMap - Genomic Array Data for Cancer CNV Profiles	arrayMap	http://arraymap.org
nbdc01922	GeneProf		http://www.geneprof.org
nbdc01923	CiteAb		http://www.citeab.com
nbdc01924	ModBase database of comparative protein structure models	ModBase	http://salilab.org/modbase
nbdc01925	CentrosomeDB		http://centrosome.cnb.csic.es
nbdc01926	bNAber		http://bnaber.org/
nbdc01927	OMERO		http://www.openmicroscopy.org/info/omero
nbdc01928	CollecTF		http://collectf.umbc.edu
nbdc01929	DisGeNET		http://www.disgenet.org
nbdc01930	Manually Curated Database of Rice Proteins	MCDRP	http://www.genomeindia.org/biocuration
nbdc01931	OpenNeuro		https://openneuro.org/
nbdc01932	The MOuse NOnCode Lung database	MONOCLdb	https://www.monocldb.org
nbdc01933	iSpyBio		http://www.ispybio.com/
nbdc01934	NeuroVault		https://neurovault.org/
nbdc01935	Coherent X-ray Imaging Data Bank	CXIDB	http://cxidb.org/
nbdc01936	International Neuroimaging Data-Sharing Initiative	INDI	http://fcon_1000.projects.nitrc.org/
nbdc01938	European Variation Archive	EVA	http://www.ebi.ac.uk/eva/
nbdc01939	Knowledge Network for Biocomplexity	KNB	https://knb.ecoinformatics.org
nbdc01940	The Improved Database Of Chimeric Transcripts and RNA-Seq Data	ChiTaRS	http://chitars.md.biu.ac.il/
nbdc01941	Experimental data repository for KInetic MOdels of biological SYStems	KiMoSys	https://www.kimosys.org/
nbdc01942	Moroccan Genetic Disease Database	MGDD	http://mgdd.pasteur.ma/index.php
nbdc01943	Environmental Data Initiative Data Portal	EDI Data Portal	https://portal.edirepository.org/
nbdc01944	NCBI Trace Archive		http://www.ncbi.nlm.nih.gov/Traces/home/
nbdc01945	Candidate Cancer Gene Database	CCGD	http://ccgd-starrlab.oit.umn.edu/
nbdc01946	FlyMine		http://www.flymine.org
nbdc01947	MouseMine @ MGI	MouseMine	https://www.mousemine.org/mousemine/begin.do
nbdc01948	Open Source Brain	OSB	http://www.opensourcebrain.org
nbdc01949	Nuclear Receptor Signaling Atlas	NURSA	http://www.nursa.org
nbdc01950	Bio2RDF		http://bio2rdf.org
nbdc01952	euL1db, the European database of L1-HS retrotransposon insertions in humans	euL1db	http://eul1db.unice.fr
nbdc01953	KnotProt: A database of proteins with knots and slipknots	KnotProt	http://knotprot.cent.uw.edu.pl/
nbdc01954	Protein-ligand affinity change upon mutation	Platinum	https://biosig.lab.uq.edu.au/platinum/
nbdc01955	Compartmentalized Protein-Protein Interaction	ComPPI	http://comppi.linkgroup.hu/
nbdc01957	RepeatsDB		http://repeatsdb.bio.unipd.it/
nbdc01958	The human DEPhOsphorylation Database	DEPOD	http://depod.bioss.uni-freiburg.de/
nbdc01959	The Open Science Framework	OSF	http://osf.io
nbdc01960	The ribosomal RNA operon copy number database	rrnDB	http://rrndb.umms.med.umich.edu/
nbdc01961	Open Connectome Project	OCP	https://neurodata.io/project/ocp/
nbdc01962	SICAS Medical Image Repository	SMIR	https://www.smir.ch
nbdc01963	MGI Mouse Gene Expression Database	GXD	http://www.informatics.jax.org/expression.shtml
nbdc01964	Immunology Database and Analysis Portal	ImmPort	https://immport.org
nbdc01965	Immune Tolerance Network TrialShare	TrialShare	https://www.itntrialshare.org/
nbdc01966	Image Data Archive	IDA	https://ida.loni.usc.edu/
nbdc01967	VertNet		http://www.vertnet.org/
nbdc01968	Fulgoromorpha Lists On the Web	FLOW	https://flow.hemiptera-databases.org/flow/
nbdc01969	Swedish Ocean Archive	SHARK	http://www.smhi.se/en/services/open-data/national-archive-for-oceanographic-data
nbdc01970	speciesLink		http://www.splink.org.br/index?lang=en
nbdc01971	Canadensys		https://data.canadensys.net/explorer/occurrences/search?q=#tab_mapView
nbdc01972	Plant Genomics and Phenomics Research Data Repository	PGP	http://edal-pgp.ipk-gatersleben.de
nbdc01973	Stem Cell Commons	SCC	http://stemcellcommons.org/
nbdc01974	Medical Information Mart for Intensive Care III	MIMIC-III	http://mimic.physionet.org/
nbdc01976	NIDDK Central Repository	NIDDK	https://repository.niddk.nih.gov/home/
nbdc01977	NIDDK Information Network	dkNET	http://www.dknet.org
nbdc01978	Human Connectome Project	HCP	http://www.humanconnectome.org
nbdc01979	Parkinson's Progression Markers Initiative	PPMI	http://www.ppmi-info.org
nbdc01980	MoonProt		http://www.moonlightingproteins.org
nbdc01981	Metabolomics Workbench	MW	https://www.metabolomicsworkbench.org/
nbdc01982	Structural Biology Data Grid	SBGrid-DG	http://data.sbgrid.org
nbdc01983	NCBI BioSample	BioSample	https://www.ncbi.nlm.nih.gov/biosample
nbdc01984	Bio-Mirror		http://www.bio-mirror.net/
nbdc01985	Research Domain Criteria Database	RDoCdb	http://rdocdb.nimh.nih.gov
nbdc01986	National Database for Clinical Trials related to Mental Illness	NDCT	https://data-archive.nimh.nih.gov/ndct/
nbdc01988	PlasmID		https://plasmid.med.harvard.edu/PLASMID/Home.xhtml
nbdc01989	openSNP		https://www.opensnp.org
nbdc01990	ProteoRed		http://www.proteored.org
nbdc01991	ReMap		https://remap2022.univ-amu.fr/
nbdc01992	Integrated Digitized Biocollections	iDigBio	https://www.idigbio.org/
nbdc01993	VirusMentha		http://virusmentha.uniroma2.it/
nbdc01994	SIGNOR, the SIGnaling Network Open Resource	SIGNOR	https://signor.uniroma2.it/
nbdc01995	Colorectal Cancer Atlas	CRC Atlas	http://coloncanceratlas.org/
nbdc01996	Digenic diseases database	DIDA	http://dida.ibsquare.be
nbdc01997	Scratchpads		http://scratchpads.org/
nbdc01998	WholeCellSimDB		http://www.wholecellsimdb.org
nbdc01999	Interferome		http://www.interferome.org
nbdc02000	short Open Reading Frame database	sorfs.org	http://www.sorfs.org
nbdc02001	Seanoe		https://www.seanoe.org/
nbdc02002	probeBase		http://www.probebase.net
nbdc02003	E. coli K antigen 3-dimensional structure database	EK3D	http://www.iith.ac.in/EK3D/
nbdc02004	Green Non-Coding Database	GreeNC	http://greenc.sequentiabiotech.com/wiki2/Main_Page
nbdc02005	GeneWeaver		http://www.geneweaver.org
nbdc02006	HGTree		http://hgtree.snu.ac.kr
nbdc02007	BioXpress		https://hive.biochemistry.gwu.edu/tools/bioxpress/
nbdc02008	Super-Enhancer Archive	SEA	http://sea.edbc.org/
nbdc02009	Big Data Nucleic Acid Simulations Database	BIGNASim	http://mmb.irbbarcelona.org/BIGNASim
nbdc02010	SigMol		https://bioinfo.imtech.res.in/manojk/sigmol/
nbdc02012	The Pain and Interoception Imaging Network	PAIN	https://www.painrepository.org/repositories/
nbdc02013	Autism Brain Imaging Data Exchange	ABIDE	http://fcon_1000.projects.nitrc.org/indi/abide/
nbdc02014	Electronic Medical Records and Genomics	eMERGE	https://emerge-network.org/
nbdc02015	Library of Integrated Network-Based Cellular Signatures Data Portal	LINCS Data Portal	http://lincsportal.ccs.miami.edu/dcic-portal/
nbdc02016	Database of small human non-coding RNAs	DASHR	http://lisanwanglab.org/DASHR
nbdc02017	Model Archive - theoretical models of macromolecular structures	Model Archive	http://www.modelarchive.org/
nbdc02018	Mediterranean Founder Mutation Database	MFMD	http://mfmd.pasteur.ma/
nbdc02019	Mexican Health and Aging Study	MHAS	http://www.mhasweb.org/
nbdc02021	National Sleep Research Resource	NSRR	https://sleepdata.org/
nbdc02023	NIH Human Microbiome Project	HMP	http://hmpdacc.org/
nbdc02024	Movebank Data Repository	MDR	https://www.datarepository.movebank.org/
nbdc02025	RegenBase		http://regenbase.org
nbdc02027	Visualizing Continuous Health Usability Test Results Dataset		http://www.tut.fi/phi/?p=319
nbdc02028	Physiome Model Repository	PMR	https://models.physiomeproject.org
nbdc02029	FAIRDOMHub		https://fairdomhub.org/
nbdc02030	Genetic and Genomic Information System	GnpIS	https://urgi.versailles.inra.fr/gnpis
nbdc02031	Validated Antibody Database	VAD	http://www.labome.com
nbdc02032	JWS Online		https://jws2.sysmo-db.org/
nbdc02033	Host Pathogen Interaction Database	HPIDB	https://hpidb.igbb.msstate.edu/
nbdc02034	BiGG Models		http://bigg.ucsd.edu
nbdc02035	Genetic Epidemiology Simulation Database	GESDB	http://gesdb.nhri.org.tw/
nbdc02036	Open Researcher and Contributor ID	ORCID	http://orcid.org/
nbdc02037	EU Clinical Trial Register	EUCTR	https://www.clinicaltrialsregister.eu/
nbdc02038	European Union Drug Regulating Authorities Clinical Trials	EudraCT	https://eudract.ema.europa.eu/results-web/index.xhtml
nbdc02039	Database of Bacterial Exotoxins for Human	DBETH	http://www.hpppi.iicb.res.in/btox/
nbdc02040	DistiLD Database: Diseases and Traits in Linkage Disequilibrium Blocks	DistiLD	http://distild.jensenlab.org
nbdc02042	Evolutionary Genealogy of Genes: Non-supervised Orthologous Groups	eggNOG	http://eggnog.embl.de
nbdc02043	Eukaryotic Linear Motifs	ELM	http://elm.eu.org
nbdc02044	Encyclopedia of DNA Elements	ENCODE	https://www.encodeproject.org/
nbdc02045	eQuilibrator - the biochemical thermodynamics calculator		http://equilibrator.weizmann.ac.il
nbdc02046	DRSC/TRiP Functional Genomics Resources & DRSC-BTRR		https://fgr.hms.harvard.edu/
nbdc02047	Networks of Functional Coupling of proteins	FunCoup	http://funcoup.sbc.su.se/
nbdc02048	Fungal and Oomycete genomics resource	FungiDB	http://fungidb.org
nbdc02049	FunTree: A Resource For Exploring The Functional Evolution Of Structurally Defined Enzyme Superfamilies	FunTree	http://www.funtree.info/FunTree/
nbdc02050	Expression Atlas		http://www.ebi.ac.uk/gxa
nbdc02051	HaploReg		http://compbio.mit.edu/HaploReg
nbdc02052	Histone Infobase	HIstome	http://www.iiserpune.ac.in/~coee/histome/
nbdc02053	Human Mitochondrial Database	HmtDB	http://www.hmtdb.uniba.it
nbdc02054	HotRegion		http://prism.ccbb.ku.edu.tr/hotregion
nbdc02055	Integrative and Conjugative Elements in Bacteria	ICEberg	http://db-mml.sjtu.edu.cn/ICEberg/
nbdc02056	InterEvol database		http://biodev.cea.fr/interevol/
nbdc02057	LegumeIP		http://plantgrn.noble.org/LegumeIP/
nbdc02058	MAPPER-2	mapperdb	http://genome.ufl.edu/mapperdb
nbdc02059	MetaCrop 2.0		http://metacrop.ipk-gatersleben.de
nbdc02060	Mimotope Database	MimoDB	http://immunet.cn/mimodb
nbdc02061	MINAS - A Database of Metal Ions in Nucleic AcidS	MINAS	http://www.minas.uzh.ch
nbdc02062	Molecular INTeraction Database	MINT	http://mint.bio.uniroma2.it
nbdc02063	MIPModDB: A Central Resource for the Superfamily of Major Intrinsic Proteins		http://bioinfo.iitk.ac.in/MIPModDB/
nbdc02065	Identifiers.org Registry		https://identifiers.org/
nbdc02066	MitoMiner		http://mitominer.mrc-mbu.cam.ac.uk
nbdc02067	modMine		http://intermine.modencode.org/
nbdc02068	Mouse Phenome Database	MPD	http://phenome.jax.org
nbdc02069	Nucleic Acid Phylogenetic Profile	NAPP	http://rssf.i2bc.paris-saclay.fr/NAPP/index.php
nbdc02071	Newt-omics		http://newt-omics.mpi-bn.mpg.de
nbdc02072	GENI-ACT		http://geni-act.org/
nbdc02073	Phenomics of yeast Mutants	PhenoM	http://phenom.ccbr.utoronto.ca/
nbdc02074	Protein Interaction Network Analysis platform	PINA	http://omics.bjcancer.org/pina/
nbdc02075	Plantmetabolomics.org		http://www.plantmetabolomics.org
nbdc02076	Plant Natural Antisense Transcripts Database	PlantNATsDB	http://bis.zju.edu.cn/pnatdb/
nbdc02077	PLEXdb		http://www.plexdb.org/
nbdc02078	Pocketome: an encyclopedia of small-molecule binding sites in 4D	Pocketome	http://pocketome.org
nbdc02081	Protein-Chemical Structural Interactions	ProtChemSI	http://pcidb.russelllab.org/
nbdc02082	ProtoNet		http://www.protonet.cs.huji.ac.il/
nbdc02084	RNA Characterization of Secondary Structure Motifs	RNA CoSSMos	https://www.rnacossmos.com/index.php
nbdc02086	Syntheses, Chemicals, and Reactions In Patents DataBase	SCRIPDB	http://dcv.uhnres.utoronto.ca/SCRIPDB
nbdc02087	SNPeffect		http://snpeffect.switchlab.org
nbdc02088	Statistical Torsional Angles Potentials of NMR Refinement Database	STAP	http://psb.kobic.re.kr/stap/refinement/
nbdc02089	Search Tool for Interactions of Chemicals	STITCH	http://stitch.embl.de
nbdc02090	zfishbook		http://www.zfishbook.org
nbdc02092	BacMap		http://bacmap.wishartlab.com
nbdc02093	Compilation and Creation of datasets from PDB	ccPDB	https://webs.iiitd.edu.in/raghava/ccpdb/index.html
nbdc02096	GWASdb		http://jjwanglab.org/gwasdb
nbdc02097	Integrated Pathway Analysis and Visualization System	IPAVS	http://ipavs.cidms.org
nbdc02098	MethylomeDB		http://habanero.mssm.edu/methylomedb/index.html
nbdc02099	MitoZoa		http://srv00.recas.ba.infn.it/mitozoa/
nbdc02100	Nematode.net		http://nematode.net
nbdc02101	SitEx database of eukaryotic protein functional sites	SitEx	http://www-bionet.sscc.ru/sitex/
nbdc02103	VIRsiRNAdb		http://crdd.osdd.net/servers/virsirnadb
nbdc02104	BRCA Share		http://www.umd.be/BRCA1/
nbdc02105	Ebola and Hemorrhagic Fever Virus Database	HFV Database	http://hfv.lanl.gov/content/index
nbdc02106	Human Integrated Pathway Database	hiPathDB	http://hipathdb.kobic.re.kr
nbdc02109	PCR Primer Database for Gene Expression Detection and Quantification	PrimerBank	http://pga.mgh.harvard.edu/primerbank/
nbdc02110	Prokaryotic Operon DataBase	ProOpDB	http://operons.ibt.unam.mx/OperonPredictor
nbdc02111	ProPortal		http://proportal.mit.edu/
nbdc02112	Termini-Oriented Protein Function INferred Database	TopFIND	https://topfind.clip.msl.ubc.ca/
nbdc02113	Therapeutic Target Database	TTD	http://db.idrblab.net/ttd/
nbdc02114	The UCSC Archaeal Genome Browser		http://archaea.ucsc.edu
nbdc02115	Virus Pathogen Database and Analysis Resource	ViPR	http://www.viprbrc.org
nbdc02117	The Yeast Metabolome Database	YMDB	http://www.ymdb.ca
nbdc02118	Whole-Cell Knowledge Base	WholeCellKB	http://www.wholecellkb.org
nbdc02119	Human Ageing Genomic Resources	HAGR	https://genomics.senescence.info/
nbdc02120	PTMcode		http://ptmcode.embl.de
nbdc02121	Type IV Secretion system Resource	SecReT4	https://bioinfo-mml.sjtu.edu.cn/SecReT4/
nbdc02122	OrtholugeDB		http://www.pathogenomics.sfu.ca/ortholugedb
nbdc02123	GenomeRNAi		http://www.genomernai.org
nbdc02125	PlantRNA		http://plantrna.ibmp.cnrs.fr/
nbdc02126	Immuno-Polymorphism Database	IPD	http://www.ebi.ac.uk/ipd/
nbdc02127	Comparative Toxicogenomics Database	CTD	http://ctdbase.org/
nbdc02128	Protein Protein Interaction Inhibition Database	2P2Idb	https://2p2idb.marseille.inserm.fr/2p2idb-update.php
nbdc02129	MODOMICS		http://modomics.genesilico.pl/
nbdc02130	Global Unique Device Identification Database	GUDID	https://accessgudid.nlm.nih.gov/
nbdc02131	Genomics England | PanelApp	PanelApp	https://panelapp.genomicsengland.co.uk/
nbdc02132	miRandola: extracellular circulating RNAs database	miRandola	http://mirandola.iit.cnr.it/
nbdc02133	ENCODE Project	ENCODE	https://www.encodeproject.org/
nbdc02134	Type 2 Diabetes Knowledge Portal	T2D KP	http://www.type2diabetesgenetics.org/
nbdc02135	Deciphering the Mechanisms of Developmental Disorders	DMDD	https://dmdd.org.uk
nbdc02136	MetaNetX	MNXref	https://www.metanetx.org/
nbdc02137	data.eNanoMapper.net		https://data.enanomapper.net/
nbdc02138	STRENDA DB	Standards for Reporting Enzymology Data Database	https://www.beilstein-strenda-db.org/strenda/
nbdc02139	Gemma		http://www.chibi.ubc.ca/Gemma
nbdc02140	e-Mouse Atlas	EMA	http://www.emouseatlas.org/emap/ema/home.html
nbdc02141	e-Mouse Atlas of Gene Expression	EMAGE	https://www.emouseatlas.org/emage/home.php
nbdc02142	RNA Binding Protein Variant Database	RBP-Var	http://www.rbp-var.biols.ac.cn/
nbdc02143	Coral Trait Database		https://coraltraits.org/
nbdc02146	OmicsDB	ODB	https://github.com/KeironO/omicsdb
nbdc02147	CancerData	candat	https://www.cancerdata.org
nbdc02148	Cell Line Integrated Molecular Authentication Database	CLIMA	http://bioinformatics.hsanmartino.it/clima2/
nbdc02149	Medical Data Models	MDM	https://medical-data-models.org
nbdc02150	Ontology and Knowledge Base of Probability Distributions	ProbOnto	http://www.probonto.org
nbdc02151	The ITHANET Portal	ITHANET	http://www.ithanet.eu
nbdc02152	Japanese Genotype-phenotype Archive	JGA	https://www.ddbj.nig.ac.jp/jga
nbdc02153	MitoCheck		http://www.mitocheck.org
nbdc02154	Image Data Resource	IDR	https://idr.openmicroscopy.org
nbdc02155	Virtual Parts Repository	VPR	http://www.virtualparts.org
nbdc02156	Clinical Knowledgebase	JAX-CKB	https://jax.org/ckb
nbdc02157	Curie Image Database	CID	https://cid.curie.fr
nbdc02158	Advanced Ecological Knowledge and Observation System	TERN AEKOS	http://www.aekos.org.au/
nbdc02159	BioEmergences		http://www.bioemergences.eu
nbdc02160	Broad Bioimage Benchmark Collection	BBBC	https://data.broadinstitute.org/bbbc/
nbdc02161	Mammography Image Analysis Society Database		https://www.repository.cam.ac.uk/handle/1810/250394
nbdc02163	Haeckaliens		http://www.gabygmartins.info/research/haeckaliens
nbdc02164	Liverpool CCI OMERO		http://cci02.liv.ac.uk/gallery/
nbdc02165	Educational and Research Picture Archiving and Communication System		http://www.medimed.cz
nbdc02166	ViBE-Z	The Virtual Brain Explorer for Zebrafish	http://vibez.informatik.uni-freiburg.de
nbdc02167	CAMPSign		http://www.camp3.bicnirrh.res.in/
nbdc02168	Oxford University Research Archive	ORA	https://ora.ox.ac.uk/
nbdc02169	Bioconductor	Bioc	https://bioconductor.org
nbdc02170	DataMed		https://datamed.org
